date,pm25,pm10,o3,no2,so2,co,pm25_aqi,pm10_aqi,o3_aqi,no2_aqi,so2_aqi,co_aqi,overall_aqi,PRECTOTCORR
06-09-14,172,97,10,54,7,15,340,97,10,67,9,271,340,11.76
07-09-14,231,99,10,21,8,11,385,99,10,26,10,214,385,3.21
08-09-14,137,227,279,38,7,14,313,185,314,48,9,257,314,0.2
09-09-14,227,246,14,35,8,14,382,197,14,44,10,257,382,0
10-09-14,167,167,23,47,8,18,336,145,23,59,10,306,336,1.56
11-09-14,185,105,8,27,9,13,350,104,8,34,11,243,350,10.5
12-09-14,184.4814814814815,112.62962962962963,7.888888888888889,27.62962962962963,8.962962962962964,13.11111111111111,349.5925925925926,109.81481481481481,7.888888888888889,34.77777777777778,10.962962962962964,244.59259259259258,349.5925925925926,2.44
13-09-14,183.96296296296296,120.25925925925927,7.777777777777778,28.25925925925926,8.925925925925926,13.222222222222221,349.18518518518516,115.62962962962963,7.777777777777778,35.55555555555556,10.925925925925926,246.1851851851852,349.18518518518516,1
14-09-14,183.44444444444446,127.88888888888889,7.666666666666667,28.88888888888889,8.888888889,13.333333333333334,348.77777777777777,121.44444444444444,7.666666666666667,36.333333333333336,10.88888888888889,247.77777777777777,348.77777777777777,0.01
15-09-14,182.92592592592592,135.51851851851853,7.555555555555555,29.51851851851852,8.851851851851851,13.444444444444445,348.3703703703704,127.25925925925927,7.555555555555555,37.111111111111114,10.851851851851851,249.37037037037038,348.3703703703704,0
16-09-14,182.40740740740742,143.14814814814815,7.444444444444445,30.14814814814815,8.814814814814815,13.555555555555555,347.962963,133.07407407407408,7.444444444444445,37.888888888888886,10.814814814814815,250.96296296296296,347.962963,0.12
17-09-14,181.88888888888889,150.77777777777777,7.333333333333333,30.77777777777778,8.777777777777779,13.666666666666666,347.55555555555554,138.88888888888889,7.333333333333333,38.666666666666664,10.777777777777779,252.55555555555554,347.55555555555554,0.19
18-09-14,181.37037037037038,158.4074074074074,7.222222222222222,31.40740740740741,8.740740741,13.777777777777779,347.14814814814815,144.7037037037037,7.222222222222222,39.44444444444444,10.74074074074074,254.14814814814815,347.14814814814815,0
19-09-14,180.85185185185185,166.03703703703704,7.111111111111111,32.03703703703704,8.703703703703704,13.88888888888889,346.74074074074076,150.51851851851853,7.111111111111111,40.22222222222222,10.703703703703704,255.74074074074073,346.74074074074076,0
20-09-14,180.33333333333334,173.66666666666669,7,32.666666666666664,8.666666666666666,14,346.3333333333333,156.33333333333334,7,41,10.666666666666666,257.3333333333333,346.3333333333333,0
21-09-14,179.8148148148148,181.2962962962963,6.888888888888889,33.2962963,8.62962963,14.11111111111111,345.9259259259259,162.14814814814815,6.888888888888889,41.77777777777778,10.62962962962963,258.9259259259259,345.9259259259259,0.59
22-09-14,179.2962962962963,188.92592592592592,6.777777777777778,33.925925925925924,8.592592592592593,14.222222222222221,345.51851851851853,167.96296296296296,6.777777777777778,42.55555555555556,10.592592592592593,260.51851851851853,345.51851851851853,0
23-09-14,178.77777777777777,196.55555555555554,6.666666666666667,34.55555555555556,8.555555555555555,14.333333333333334,345.1111111111111,173.77777777777777,6.666666666666667,43.333333333333336,10.555555555555555,262.1111111111111,345.1111111111111,0
24-09-14,178.25925925925927,204.1851851851852,6.555555555555555,35.18518518518518,8.518518518518519,14.444444444444445,344.7037037037037,179.5925925925926,6.555555555555555,44.111111111111114,10.518518518518519,263.7037037037037,344.7037037037037,0
25-09-14,177.74074074074073,211.8148148148148,6.444444444444445,35.81481481481482,8.481481481481481,14.555555555555555,344.2962962962963,185.4074074074074,6.444444444444445,44.888888888888886,10.481481481481481,265.2962962962963,344.2962962962963,0
26-09-14,177.22222222222223,219.44444444444446,6.333333333333334,36.44444444444444,8.444444444444445,14.666666666666666,343.8888888888889,191.22222222222223,6.333333333333334,45.666666666666664,10.444444444444445,266.8888888888889,343.8888888888889,0.35
27-09-14,176.7037037037037,227.07407407407408,6.222222222222222,37.074074074074076,8.407407407407408,14.777777777777779,343.48148148148147,197.03703703703704,6.222222222222222,46.44444444444444,10.407407407407408,268.48148148148147,343.48148148148147,0
28-09-14,176.1851851851852,234.7037037037037,6.111111111111111,37.7037037,8.37037037,14.88888888888889,343.0740740740741,202.85185185185185,6.111111111111111,47.22222222222222,10.37037037037037,270.0740740740741,343.0740740740741,0
29-09-14,175.66666666666666,242.33333333333334,6,38.333333333333336,8.333333333333334,15,342.6666666666667,208.66666666666669,6,48,10.333333333333334,271.6666666666667,342.6666666666667,0.06
30-09-14,175.14814814814815,249.96296296296296,5.888888888888889,38.96296296296296,8.296296296296296,15.11111111111111,342.25925925925924,214.48148148148147,5.888888888888889,48.77777777777778,10.296296296296296,273.25925925925924,342.25925925925924,0.71
01-10-14,174.62962962962962,257.5925925925926,5.777777777777778,39.592592592592595,8.259259259,15.222222222222221,341.85185185185185,220.2962962962963,5.777777777777778,49.55555555555556,10.25925925925926,274.85185185185185,341.85185185185185,1.25
02-10-14,174.11111111111111,265.22222222222223,5.666666666666667,40.22222222222222,8.222222222222221,15.333333333333332,341.44444444444446,226.11111111111111,5.666666666666667,50.33333333333333,10.222222222222221,276.44444444444446,341.44444444444446,0.06
03-10-14,173.59259259259258,272.85185185185185,5.555555555555555,40.851851851851855,8.185185185185185,15.444444444444445,341.03703703703707,231.92592592592592,5.555555555555555,51.111111111111114,10.185185185185185,278.03703703703707,341.03703703703707,0.02
04-10-14,173.07407407407408,280.4814814814815,5.444444444444445,41.48148148148148,8.148148148148149,15.555555555555555,340.6296296296296,237.74074074074073,5.444444444444445,51.888888888888886,10.148148148148149,279.6296296296296,340.6296296296296,0
05-10-14,172.55555555555554,288.1111111111111,5.333333333333334,42.111111111111114,8.111111111,15.666666666666666,340.22222222222223,243.55555555555554,5.333333333333334,52.66666666666667,10.11111111111111,281.22222222222223,340.22222222222223,0
06-10-14,172.03703703703704,295.74074074074076,5.222222222222222,42.74074074074074,8.074074074074074,15.777777777777779,339.81481481481484,249.37037037037038,5.222222222222222,53.44444444444444,10.074074074074074,282.81481481481484,339.81481481481484,0
07-10-14,171.51851851851853,303.3703703703704,5.111111111111111,43.37037037037037,8.037037037037036,15.88888888888889,339.4074074074074,255.1851851851852,5.111111111111111,54.22222222222222,10.037037037037036,284.4074074074074,339.4074074074074,0.04
08-10-14,171,311,5,44,8,16,339,261,5,55,10,286,339,0
09-10-14,261,290,13,38,7,14,402,240,13,48,9,257,402,0
10-10-14,177,481,12,41,6,15,344,410,12,51,8,271,410,0
11-10-14,166.33333333333334,371,11.333333333333334,37,6.333333333333333,14,335.6666666666667,318,11.333333333333334,46,8.333333333333334,256.6666666666667,379.6666666666667,0
12-10-14,155.66666666666666,261,10.666666666666666,33,6.666666666666667,13,327.3333333333333,226,10.666666666666666,41,8.666666666666666,242.33333333333334,349.3333333333333,0
13-10-14,145,151,10,29,7,12,319,134,10,36,9,228,319,0.18
14-10-14,130,362,10,64,9,15,308,315,10,80,11,271,315,4.82
15-10-14,176,604,9,63,6,17,343,431,9,79,8,300,431,0
16-10-14,209,431,11,82,10,17,369,401,11,102,12,300,401,0.04
17-10-14,225.5,542.5,12,81.5,9.25,17.5,377.75,420.5,12,101.5,11.25,303,420.5,0
18-10-14,242,654,13,81,8.5,18,386.5,440,13,101,10.5,306,440,0
19-10-14,258.5,765.5,14,80.5,7.75,18.5,395.25,459.5,14,100.5,9.75,309,459.5,0
20-10-14,275,877,15,80,7,19,404,479,15,100,9,312,479,0
21-10-14,423,661,12,65,5,20,424,441,12,81,6,318,441,0
22-10-14,388,501,21,46,3,13,419,413,21,57,4,243,419,0
23-10-14,350,499,15,27,6,14,414,413,15,34,8,257,414,0
24-10-14,371,945,15,34,6,13,417,491,15,42,8,243,491,0
25-10-14,334.3333333333333,796.3333333333334,15.333333333333334,51.33333333333333,6,12.333333333333334,412,465,15.333333333333334,63.33333333333333,8,233.33333333333334,465,0.72
26-10-14,297.6666666666667,647.6666666666667,15.666666666666666,68.66666666666666,6,11.666666666666666,407,439,15.666666666666666,84.66666666666666,8,223.66666666666666,439,0.47
27-10-14,261,499,16,86,6,11,402,413,16,106,8,214,413,0
28-10-14,271,517,16,73,6,13,404,416,16,91,8,243,416,0
29-10-14,330,540,11,97,6,11,411,420,11,117,8,214,420,0.34
30-10-14,299,632,9,85,6,13,407,436,9,105,8,243,436,0
31-10-14,335,574,14,70,6,13,412,426,14,87,8,243,426,0
01-11-14,381,640,16,90,7,20,418,437,16,110,9,318,437,0
02-11-14,261,686,16,93,5,13,402,445,16,113,6,243,445,0
03-11-14,266,611,16.333333333333332,85.33333333333333,5,13,402.6666666666667,432,16.333333333333332,104.33333333333333,6,243,432,0
04-11-14,271,536,16.666666666666668,77.66666666666667,5,13,403.3333333333333,419,16.666666666666668,95.66666666666667,6,243,419,0
05-11-14,276,461,17,70,5,13,404,406,17,87,6,243,406,0
06-11-14,319,750,14,41,7,29,410,457,14,51,9,371,457,0
07-11-14,381,649,13,49,6,19,418,439,13,61,8,312,439,0
08-11-14,343,387,10,76,6,12,413,346,10,95,8,228,413,0.04
09-11-14,342,532,10,103,5,12,413,419,10,123,6,228,419,0
10-11-14,281,697,16,104,5,16,405,447,16,124,6,286,447,0
11-11-14,358.3333333333333,693.6666666666666,16.333333333333332,102.66666666666667,5,15,415.3333333333333,446.6666666666667,16.333333333333332,122.66666666666667,6,271.6666666666667,446.6666666666667,0
12-11-14,435.66666666666663,690.3333333333334,16.666666666666668,101.33333333333333,5,14,425.6666666666667,446.3333333333333,16.666666666666668,121.33333333333333,6,257.3333333333333,446.3333333333333,0
13-11-14,513,687,17,100,5,13,436,446,17,120,6,243,446,0
14-11-14,453,447,13,99,6,12,428,404,13,119,8,228,428,0
15-11-14,465.3333333333333,546.6666666666666,15.333333333333334,101.66666666666667,6.666666666666667,18.666666666666668,429.6666666666667,421.3333333333333,15.333333333333334,121.66666666666667,8.666666666666666,281.3333333333333,437.3333333333333,0
16-11-14,477.6666666666667,646.3333333333334,17.666666666666668,104.33333333333333,7.333333333333333,25.333333333333336,431.3333333333333,438.6666666666667,17.666666666666668,124.33333333333333,9.333333333333334,334.6666666666667,446.6666666666667,0
17-11-14,490,746,20,107,8,32,433,456,20,127,10,388,456,0
18-11-14,480.5,722,16,106,7,24,431.5,452,16,126,9,337,452,0
19-11-14,471,698,12,105,6,16,430,448,12,125,8,286,448,0
20-11-14,413,839,7,104,9,26,422,472,7,124,11,353,472,0
21-11-14,341,768,15,103,10,23,413,460,15,123,12,336,460,0
22-11-14,403,818,11,94,9,25,421,468,11,114,11,347,468,0
23-11-14,436,728,12,91,7,24,425,453,12,111,9,341,453,0
24-11-14,331,676,15,86,7,24,412,444,15,106,9,341,444,0
25-11-14,351,707,18,73,9,21,414,449,18,91,11,324,449,0
26-11-14,384,591,29,65,10,24,419,429,29,81,12,341,429,0
27-11-14,399,624,20,47,9,17,421,435,20,59,11,300,435,0
28-11-14,377,635,14,54,15,29,418,437,14,67,19,371,437,0
29-11-14,396,734,15,37,7,14,420,454,15,46,9,257,454,0
30-11-14,378,412,15,17,5,7,418,377,15,21,6,162,418,0
01-12-14,189,451,14,19,9,11,353,404,14,24,11,214,404,0
02-12-14,199,539,13,18,6,16,361,420,13,22,8,286,420,0
03-12-14,228,407,17,15,8,22,383,371,17,19,10,330,383,0
04-12-14,269,630,19,9,9,20,403,436,19,11,11,318,436,0
05-12-14,383,556,15,7,6,13,418,423,15,9,8,243,423,0
06-12-14,287,368,12,5,6,25,406,322,12,6,8,347,406,0
07-12-14,277,438,14,7,7,25,404,402,14,9,9,347,404,0
08-12-14,411,448,14,4,12,15,422,404,14,5,15,271,422,0
09-12-14,362,466,15,1,10,12,416,407,15,1,12,228,416,0
10-12-14,235,505,17,18,7,12,388,414,17,22,9,228,414,0
11-12-14,288,582,151,43,17,30,406,427,175,54,21,377,427,0
12-12-14,407,348,41,30,9,12,422,298,41,38,11,228,422,8.6
13-12-14,338.3333333333333,363.6666666666667,37,28,8.333333333333334,12.666666666666666,402,317.3333333333333,37,35.333333333333336,10.333333333333334,237.66666666666666,402,0.64
14-12-14,269.66666666666663,379.3333333333333,33,26,7.666666666666667,13.333333333333334,382,336.6666666666667,33,32.666666666666664,9.666666666666666,247.33333333333334,382,14.48
15-12-14,201,395,29,24,7,14,362,356,29,30,9,257,362,0.69
16-12-14,231,454,35,28,7,13,385,405,35,35,9,243,405,0
17-12-14,262,510,38,30,7,13,402,415,38,38,9,243,415,0
18-12-14,366,705,33,29,9,18,416,449,33,36,11,306,449,0
19-12-14,482,329,26,24,7,11,432,279,26,30,9,214,432,0
20-12-14,278,471,167,23,14,17,405,408,199,29,18,300,408,0
21-12-14,401,465,63,24,6,13,421,407,63,30,8,243,421,0
22-12-14,448,375,35,25,8,24,427,331,35,31,10,341,427,0
23-12-14,380,790,40,26,5,26,418,464,40,32,6,353,464,0
24-12-14,641,409,21,27,5,13,453,374,21,34,6,243,453,0
25-12-14,388,420,27,29,7,18,419,387,27,36,9,306,419,0
26-12-14,385,738,14,23,9,30,419,455,14,29,11,377,455,0
27-12-14,564,793,12,7,7,28,442,464,12,9,9,365,464,0
28-12-14,532.1,762.7,11.5,10.8,6.9,26.7,437.4,458.7,11.5,13.7,8.9,355.6,458.7,0
29-12-14,500.2,732.4,11,14.6,6.8,25.4,432.8,453.4,11,18.4,8.8,346.2,453.4,0
30-12-14,468.3,702.1,10.5,18.4,6.7,24.1,428.2,448.1,10.5,23.1,8.7,336.8,448.1,0
31-12-14,436.4,671.8,10,22.2,6.6,22.8,423.6,442.8,10,27.8,8.6,327.4,442.8,0
01-01-15,404.5,641.5,9.5,26,6.5,21.5,419,437.5,9.5,32.5,8.5,318,437.5,0.02
02-01-15,372.6,611.2,9,29.799999999999997,6.4,20.2,414.4,432.2,9,37.2,8.4,308.6,432.2,3.9
03-01-15,340.70000000000005,580.9,8.5,33.599999999999994,6.3,18.9,409.8,426.9,8.5,41.9,8.3,299.2,426.9,10.12
04-01-15,308.8,550.6,8,37.4,6.2,17.6,405.2,421.6,8,46.6,8.2,289.8,421.6,0
05-01-15,276.90000000000003,520.3,7.5,41.199999999999996,6.1,16.299999999999997,400.6,416.3,7.5,51.300000000000004,8.1,280.4,416.3,0
06-01-15,245,490,7,45,6,15,396,411,7,56,8,271,411,0
07-01-15,349,596,5,56,8,15,414,430,5,70,10,271,430,0
08-01-15,422,699,6,54,11,17,424,448,6,67,14,300,448,0
09-01-15,423,556,6,55,9,17,424,423,6,69,11,300,424,0
10-01-15,397.8,584.4,6.2,54.8,10.2,21,420.6,428,6.2,68.6,12.6,323.8,428.8,0
11-01-15,372.6,612.8,6.4,54.6,11.4,25,417.2,433,6.4,68.2,14.2,347.6,433.6,0
12-01-15,347.4,641.2,6.6,54.4,12.6,29,413.8,438,6.6,67.8,15.8,371.4,438.4,0
13-01-15,322.2,669.6,6.8,54.2,13.8,33,410.4,443,6.8,67.4,17.4,395.2,443.2,0
14-01-15,297,698,7,54,15,37,407,448,7,67,19,419,448,1.91
15-01-15,359,616,8,36,7,27,415,433,8,45,9,359,433,0
16-01-15,361,528,7,18,7,15,416,418,7,22,9,271,418,0
17-01-15,366.6666666666667,433.6666666666667,6.666666666666667,19.333333333333332,8.666666666666666,14.333333333333334,416.6666666666667,344.3333333333333,6.666666666666667,24,11,261.6666666666667,418,0
18-01-15,372.3333333333333,339.33333333333337,6.333333333333333,20.666666666666668,10.333333333333334,13.666666666666666,417.3333333333333,270.66666666666663,6.333333333333333,26,13,252.33333333333334,418,0
19-01-15,378,245,6,22,12,13,418,197,6,28,15,243,418,0
20-01-15,317,267,4,20,22,18,410,217,4,25,28,306,410,0
21-01-15,295,152,14,18,16,15,407,135,14,22,20,271,407,3.16
22-01-15,265,133,7,42,13,13,403,122,7,52,16,243,403,8.36
23-01-15,178,257,6,51,9,10,345,207,6,64,11,200,345,2.56
24-01-15,201,399,6,59,10,14,362,361,6,74,12,257,362,0
25-01-15,244,141,6,40,14,14,395,128,6,50,18,257,395,0
26-01-15,244,261,8,41,3,13,395,211,8,51,4,243,395,3.26
27-01-15,214,411,12,48,3,12,372,376,12,60,4,228,376,0
28-01-15,234,495,13,71,7,8,388,412,13,89,9,175,412,0
29-01-15,248,373,10,61,5,11,398,329,10,76,6,214,398,0
30-01-15,210,306,9,63,5,12,369,256,9,79,6,228,369,0
31-01-15,221.66666666666666,302.3333333333333,9.666666666666666,56,5.666666666666667,13.333333333333334,378,252.33333333333334,9.666666666666666,70,7,247.33333333333334,378,0
01-02-15,233.33333333333334,298.6666666666667,10.333333333333334,49,6.333333333333333,14.666666666666666,387,248.66666666666666,10.333333333333334,61,8,266.6666666666667,387,0
02-02-15,245,295,11,42,7,16,396,245,11,52,9,286,396,0
03-02-15,234,226,4,28,3,13,388,184,4,35,4,243,388,0.85
04-02-15,206,303,18,60,4,15,366,253,18,75,5,271,366,0.27
05-02-15,201,305,11,71,11,21,362,255,11,89,14,324,362,0
06-02-15,190.25,287.5,12.25,64,10,18.5,353.75,238.75,12.25,80.25,12.75,296.5,353.75,0
07-02-15,179.5,270,13.5,57,9,16,345.5,222.5,13.5,71.5,11.5,269,345.5,0.03
08-02-15,168.75,252.5,14.75,50,8,13.5,337.25,206.25,14.75,62.75,10.25,241.5,337.25,0
09-02-15,158,235,16,43,7,11,329,190,16,54,9,214,329,0.01
10-02-15,179,427,18,53,8,13,346,396,18,66,10,243,396,0
11-02-15,237,362,10,51,11,13,390,315,10,64,14,243,390,0
12-02-15,236,437,5,68,7,20,389,402,5,85,9,318,402,0
13-02-15,186,496,74,62,19,16,351,412,74,77,24,286,412,0
14-02-15,319,508,11,60,13,19,410,414,11,75,16,312,414,0
15-02-15,375,241,7,33,8,11,417,194,7,41,10,214,417,0
16-02-15,258,271,5,29,5,16,402,221,5,36,6,286,402,0
17-02-15,244,426,4,49,7,7,395,395,4,61,9,162,395,0
18-02-15,315,190,9,22,3,11,409,160,9,28,4,214,409,0
19-02-15,227,175,8,32,7,10,382,150,8,40,9,200,382,0.02
20-02-15,217.1818181818182,176.63636363636363,8.181818181818182,31.636363636363637,7,9.818181818181818,374.27272727272725,151.0909090909091,8.181818181818182,39.54545454545455,9,197.72727272727272,374.27272727272725,1.76
21-02-15,207.36363636363637,178.27272727272728,8.363636363636363,31.272727272727273,7,9.636363636363637,366.54545454545456,152.1818181818182,8.363636363636363,39.09090909090909,9,195.45454545454547,366.54545454545456,0
22-02-15,197.54545454545456,179.9090909090909,8.545454545454545,30.90909090909091,7,9.454545454545455,358.8181818181818,153.27272727272728,8.545454545454545,38.63636363636363,9,193.1818181818182,358.8181818181818,0
23-02-15,187.72727272727272,181.54545454545453,8.727272727272727,30.545454545454547,7,9.272727272727273,351.09090909090907,154.36363636363637,8.727272727272727,38.18181818181818,9,190.9090909090909,351.09090909090907,0
24-02-15,177.9090909090909,183.1818181818182,8.909090909,30.18181818181818,7,9.090909091,343.3636363636364,155.45454545454547,8.909090909,37.72727272727273,9,188.63636363636363,343.3636363636364,0
25-02-15,168.0909090909091,184.8181818181818,9.090909091,29.81818181818182,7,8.909090909,335.6363636363636,156.54545454545453,9.090909091,37.27272727272727,9,186.36363636363637,335.6363636363636,0.47
26-02-15,158.27272727272725,186.45454545454547,9.272727272727273,29.454545454545453,7,8.727272727272727,327.9090909090909,157.63636363636363,9.272727272727273,36.81818181818182,9,184.0909090909091,327.9090909090909,1.62
27-02-15,148.45454545454544,188.0909090909091,9.454545454545455,29.09090909090909,7,8.545454545454545,320.1818181818182,158.72727272727272,9.454545454545455,36.36363636363637,9,181.8181818181818,320.1818181818182,0.1
28-02-15,138.63636363636363,189.72727272727272,9.636363636363637,28.727272727272727,7,8.363636363636363,312.45454545454544,159.8181818181818,9.636363636363637,35.90909090909091,9,179.54545454545453,312.45454545454544,0.09
